PlaceReference,Status,Name,Address,LGA
600021,Entered,"Tree of Knowledge","Oak Street, Barcaldine","Barcaldine Regional Council"
600738,Entered,"Tree of Knowledge","Barkly Highway, Camooweal","Mount Isa City Council"
602708,Entered,"Tripcony Hibiscus Caravan Park","Bowman Road, Caloundra","Sunshine Coast Regional Council"
600333,Entered,"Trooper Cobb's Grave","cnr Mount Coot-tha Road and Frederick Street, Toowong","Brisbane City Council"
600802,Entered,"Trustee Chambers","170 Quay Street, Rockhampton","Rockhampton Regional Council"
601703,Entered,"Tully Court House","46 Bryant Street, Tully","Cassowary Coast Regional Council"
601577,Entered,"Tully State School","17 Mars Street, Tully","Cassowary Coast Regional Council"
600687,Entered,"Tyrconnel Mine and Battery","Mareeba Mining District, Mareeba","Mareeba Shire Council"
600864,Entered,"Tyson Manor","64 Ruthven Street, Harlaxton, Toowoomba","Toowoomba Regional Council"
601156,Entered,Uanda,"27 Clifton Street, Wilston","Brisbane City Council"
600564,Entered,"Ulster Hotel","25 Brisbane Street, Ipswich","Ipswich City Council"
602177,Entered,Unara,"9-13 Tourist Road, Toowoomba","Toowoomba Regional Council"
602504,Entered,"Union College","38 Upland Road, St Lucia","Brisbane City Council"
601776,Entered,"United Service Club Premises","183 Wickham Terrace, Spring Hill","Brisbane City Council"
600548,Entered,"United Welsh Church, Blackstone","6 Thomas Street, Blackstone","Ipswich City Council"
600576,Entered,"Uniting Church Central Memorial Hall","86 East Street, Ipswich","Ipswich City Council"
601672,Entered,"University of Queensland Gatton Campus (Queensland University)","Warrego Highway, Lawes","Lockyer Valley Regional Council"
601167,Entered,"University of Queensland Medical School","288 Herston Road, Herston","Brisbane City Council"
601025,Entered,"University of Queensland, Great Court Complex","12 Upland Road, St Lucia","Brisbane City Council"
601375,Entered,"Urangan Point State School, Block D","Miller Street, Urangan","Fraser Coast Regional Council"
650249,Entered,"US Army Radio Receiving Station (former)","362-388 Old Cleveland Road East, Birkdale","Redland City Council"
600858,Entered,"Vacy Hall","135 Russell Street, Toowoomba","Toowoomba Regional Council"
600727,Entered,"Ventnor State School (former)","Yarrol Road, Monto","North Burnett Regional Council"
600413,Entered,"Venus State Battery","MacDonald Street, Charters Towers","Charters Towers Regional Council"
600414,Entered,"Victor Denton War Memorial","Nobby Cemetery, Nobby","Toowoomba Regional Council"
600928,Entered,"Victoria Bridge","Stokes Street, Townsville","Townsville City Council"
601888,Entered,"Victoria Flats","369 Gregory Terrace, Spring Hill","Brisbane City Council"
602034,Entered,"Victoria Park Golf Clubhouse (former)","309 Herston Road, Herston","Brisbane City Council"
602493,Entered,"Victoria Park","454 Gregory Terrace, Spring Hill","Brisbane City Council"
600316,Entered,"Vida and Jayne Lahey's House","99 Sir Fred Schonnel Drive, St Lucia","Brisbane City Council"
601929,Entered,"Villa Maria Hostel","167-173 Saint Paul's Terrace, Fortitude Valley","Brisbane City Council"
602101,Entered,"Village Twin Cinemas","701 Brunswick Street, New Farm","Brisbane City Council"
602860,Entered,"Virginia State School","1690 Sandgate Road, Virginia","Brisbane City Council"
600681,Entered,"Vulcan Mine and Headframe","Mareeba Mining District, Irvinebank","Mareeba Shire Council"
650070,Entered,"Waaje Fire Tower No.4","Barakula State Forest, Barakula","Western Downs Regional Council"
602823,Entered,"Wairuna Homestead and Cemetery","Wairuna Road, Wairuna","Tablelands Regional Council"
600226,Entered,Wairuna,"27 Hampstead Road, Highgate Hill","Brisbane City Council"
602659,Entered,"Walkerston State Butcher's Shop (former)","13 Dutton Street, Walkerston","Mackay Regional Council"
601242,Entered,"Wallangarra Railway Station and Complex","Woodlawn Street, Wallangarra","Southern Downs Regional Council"
600596,Entered,"Walter Burley Griffin Incinerator (former)","10A Milford Street, Ipswich","Ipswich City Council"
600791,Entered,"Walter Reid Community Arts Centre","203 East Street, Rockhampton","Rockhampton Regional Council"
600815,Entered,"Walter Reid Court","260 Quay Street, Rockhampton","Rockhampton Regional Council"
600181,Entered,"Walter Taylor Bridge","Coonan Street, Indooroopilly","Brisbane City Council"
600228,Entered,"Wanda Walha","15 Gray Road, West End","Brisbane City Council"
600824,Entered,"War Memorial and Heroes Avenue","Wyndham Street, Roma","Maranoa Regional Council"
600968,Entered,"War Memorial Bridge","Brooweena-Woolooga Road, Brooweena","Fraser Coast Regional Council"
650265,Entered,"Ward 13, Dunwich Benevolent Asylum (former)","8 Mallon Street, Dunwich","Redland City Council"
600332,Entered,Warrawee,"10 Dean Street, Toowong","Brisbane City Council"
600886,Entered,Warringa,"26 Cleveland Terrace, Townsville","Townsville City Council"
600276,Entered,Warriston,"6-8 Musgrave Road, Red Hill","Brisbane City Council"
602612,Entered,"Warroo Shire Hall","cnr Cordelia and William Streets, Surat","Maranoa Regional Council"
602497,Entered,"Warwick Central State School","55B Guy Street, Warwick","Southern Downs Regional Council"
600948,Entered,"Warwick Court House and Police Complex","Fitzroy Street, Warwick","Southern Downs Regional Council"
600947,Entered,"Warwick East State School","45 Fitzroy Street, Warwick","Southern Downs Regional Council"
602152,Entered,"Warwick General Cemetery","Wentworth Street, Warwick","Southern Downs Regional Council"
600955,Entered,"Warwick Railway Complex","Lyons Street, Warwick","Southern Downs Regional Council"
650062,Entered,"Warwick State High School","Palmerin Street, Warwick","Southern Downs Regional Council"
600961,Entered,"Warwick Town Hall","72 Palmerin Street, Warwick","Southern Downs Regional Council"
601757,Entered,"Warwick Uniting Church","Guy Street, Warwick","Southern Downs Regional Council"
602672,Entered,"Waterford State School (Block A and Play Shed)","40 Nerang Street, cnr Jordan Street, Waterford","Logan City Council"
601729,Entered,"Waterloo Bay Hotel","75 Berrima Street, Wynnum","Brisbane City Council"
600126,Entered,"Watson Brothers Building","129 Margaret Street, Brisbane City","Brisbane City Council"
650270,Entered,"Wavell Heights Presbyterian Church","64 Spence Road, Wavell Heights","Brisbane City Council"
650067,Entered,"Wavell State High School","Telopia Avenue, Wavell Heights","Brisbane City Council"
600079,Entered,"Webber House","439 Ann Street, Brisbane City","Brisbane City Council"
650084,Entered,"Wee MacGregor tram and rail complex and the former towns of Ballara and Hightville",Kuridala,"Cloncurry Shire Council"
602820,Entered,Weemalla,"62 Ruthven Street, Corinda","Brisbane City Council"
600511,Entered,"Weeping Mother Memorial","Hickey Street, Gatton","Lockyer Valley Regional Council"
600870,Entered,Weetwood,"427 Tor Street, Toowoomba","Toowoomba Regional Council"
600023,Entered,"Welford Homestead","Welford Homestead, Jundah","Barcoo Shire Council"
650248,Entered,"Wellcamp State School","609 Drayton-Wellcamp Road, Wellcamp","Toowoomba Regional Council"
600128,Entered,"Wenley House","20-30 Market Street, Brisbane City","Brisbane City Council"
601862,Entered,"Wenlock Goldfield",Coen,"Cook Shire Council"
601695,Entered,"Wesley Uniting Church","54 Neil Street, Toowoomba","Toowoomba Regional Council"
602547,Entered,"West Burleigh Store","33 Tallebudgera Creek Road, West Burleigh","Gold Coast City Council"
601475,Entered,"West End Cemetery","Francis Street, West End","Townsville City Council"
601595,Entered,"West End Gasworks Distribution Centre","321 Montague Road, West End","Brisbane City Council"
601028,Entered,"West End Hotel","89 Ingham Road, West End","Townsville City Council"
650061,Entered,"West End State School","24 Vulture Street, West End","Brisbane City Council"
650008,Entered,"West's Furniture Showroom (former)","620 Wickham Street, Fortitude Valley","Brisbane City Council"
600636,Entered,"Westbrook Homestead","Coupers Road, Westbrook","Toowoomba Regional Council"
600637,Entered,"Westbrook War Memorial","114 Main Street, Westbrook","Toowoomba Regional Council"
600154,Entered,"Westpac Bank Building","33 Queen Street, Brisbane City","Brisbane City Council"
600419,Entered,"Westpac Bank, Cooktown","Charlotte Street, Cooktown","Cook Shire Council"
600394,Entered,"Westpac Bank, Normanton","Landsborough Street, Normanton","Carpentaria Shire Council"
602157,Entered,"Westpac Bank","337-343 Flinders Street, Townsville","Townsville City Council"
602554,Entered,"WH Paxton & Co. Offices and Warehouse (former)","10 River Street, Mackay","Mackay Regional Council"
600776,Entered,Whepstead,"Main Road, Wellington Point","Redland City Council"
600863,Entered,"White Horse Hotel","456 Ruthven Street, Toowoomba","Toowoomba Regional Council"
600523,Entered,"White Swan Inn (former)","Swan Creek, Swan Creek","Southern Downs Regional Council"
600656,Entered,"Whitehouse's Bakery (former), Laidley","91 Patrick Street, Laidley","Lockyer Valley Regional Council"
600841,Entered,Whyembah,"80 Campbell Street, Toowoomba","Toowoomba Regional Council"
600213,Entered,"Wickham Hotel","308 Wickham Street, Fortitude Valley","Brisbane City Council"
601180,Entered,"Wickham House","155-157 Wickham Terrace, Spring Hill","Brisbane City Council"
602476,Entered,"Wickham Park Air Raid Shelters","330 Wickham Terrace, Spring Hill","Brisbane City Council"
600428,Entered,"Wild Irish Girl Mine and Emily Battery","Palmer Goldfield Resources Reserve, Palmer","Cook Shire Council"
650011,Entered,"Willard's Farm (former)","302 & 362-388 Old Cleveland Road East, Birkdale","Redland City Council"
601694,Entered,"William Jolly Bridge","Skew Street, Brisbane City","Brisbane City Council"
600135,Entered,"William Street and Queens Wharf Road retaining walls","William Street, Brisbane City","Brisbane City Council"
601811,Entered,"William Wyndhams gravesite and remnant orchard trees","Boyne Island, Boyne Island","Gladstone Regional Council"
600344,Entered,"Wilston House","47 Watson Street, Newmarket","Brisbane City Council"
650239,Entered,"Wilston Methodist Memorial Church (former)","181 Kedron Brook Road, Wilston","Brisbane City Council"
602855,Entered,"Wilston State School","Primrose Street, Grange","Brisbane City Council"
600326,Entered,"Winchcombe Carson Woolstores","54 Vernon Terrace, Teneriffe","Brisbane City Council"
600048,Entered,Windermere,"14 Sutherland Avenue, Ascot","Brisbane City Council"
600173,Entered,"Windmill Tower","226 Wickham Terrace, Spring Hill","Brisbane City Council"
602486,Entered,"Windsor Air Raid Shelter","Lutwyche Road, Lutwyche","Brisbane City Council"
600349,Entered,"Windsor Shire Council Chambers (former)","356 Lutwyche Road, Windsor","Brisbane City Council"
600991,Entered,"Windsor State School","270 Lutwyche Road, Windsor","Brisbane City Council"
600350,Entered,"Windsor War Memorial Park","311 Lutwyche Road, Windsor","Brisbane City Council"
600798,Entered,"Wiseman's Cottage","30 Nathan Street, Rockhampton","Rockhampton Regional Council"
601324,Entered,"Wislet (Former Wesley Hospital)","127 Russell Street, Toowoomba","Toowoomba Regional Council"
601200,Entered,"Wiss Brothers Store & Dwelling (former)","99 George Street, Kalbar","Scenic Rim Regional Council"
601137,Entered,"Wiss House (former)","7 Ann Street, Kalbar","Scenic Rim Regional Council"
600643,Entered,"Wodonga House (former)","Woolooga Road, Upper Widgee","Gympie Regional Council"
600339,Entered,"Wolston House","223 Grindle Road, Wacol","Brisbane City Council"
600340,Entered,"Wolston Park Hospital Complex","60 Grindle Road, Wacol","Brisbane City Council"
600927,Entered,Wolverton,"95 Stagpole Street, West End","Townsville City Council"
602549,Entered,"Wonglepong QCWA Hall","2779 Beaudesert-Nerang Road, Wonglepong","Scenic Rim Regional Council"
600734,Entered,Woodlands,"Seminary Road, Marburg","Ipswich City Council"
601890,Entered,Woodlands,"24 Woodland Street, Ashgrove","Brisbane City Council"
602169,Entered,"Woody Island Lighthouses & Ancillary Building Site","Woody Island, Hervey Bay","Fraser Coast Regional Council"
602828,Entered,"Woody Point Memorial Hall","Hornibrook Esplanade, Woody Point","Moreton Bay Regional Council"
600217,Entered,Woolahra,"1 Lexington Terrace, Hamilton","Brisbane City Council"
602477,Entered,"Woolloongabba Air Raid Shelter","34 Sword Street, Woolloongabba","Brisbane City Council"
601382,Entered,"Woolloongabba Police Station (former)","842-848 Main Street, Woolloongabba","Brisbane City Council"
600357,Entered,"Woolloongabba Post Office (former)","765 Stanley Street, Woolloongabba","Brisbane City Council"
600645,Entered,"Woolooga Rail Bridge","Theebine - Kilikivan Line, Wide Bay Creek","Gympie Regional Council"
601565,Entered,"Wooloowin State School","663 Lutwyche Road, Lutwyche","Brisbane City Council"
600273,Entered,"Workers' Dwelling No.1","35 Surrey Street, Nundah","Brisbane City Council"
600667,Entered,"World War I Cenotaph and Jubilee Park","Alfred Street, Mackay","Mackay Regional Council"
602744,Entered,"World War II Volunteer Defence Corps, Cairns Control Room","Grafton Street, Cairns","Cairns Regional Council"
601898,Entered,"Wright Family Houses","98/100/106 Mt Crosby Road, Tivoli","Ipswich City Council"
602741,Entered,"WWII RAAF 220 Radar Station","Bowcock Road Bones Knob, Tolga","Tablelands Regional Council"
602605,Entered,"WWII RAN Fuel Installation","Collins Avenue, Edge Hill","Cairns Regional Council"
600940,Entered,"Wyaga Homestead","Millmerran Road, Goondiwindi","Goondiwindi Regional Council"
602821,Entered,Wyambyn,"Tabragalba House Road, Tabragalba","Scenic Rim Regional Council"
600646,Entered,Wylarah,"South Burrandowan Road, Kingaroy","South Burnett Regional Council"
601778,Entered,"Wynnum Ambulance Station (former)","33 Tingal Road, Wynnum","Brisbane City Council"
602143,Entered,"Wynnum Fire Station (former)","39 Mountjoy Terrace, Wynnum","Brisbane City Council"
650059,Entered,"Wynnum State High School","Peel Street, Wynnum","Brisbane City Council"
602040,Entered,"Wynnum Wading Pool Reserve","The Esplanade, Wynnum","Brisbane City Council"
601739,Entered,"Xavier and Sadie Herbert's Cottage (former)","399 Kamerunga Road, Redlynch","Cairns Regional Council"
602084,Entered,"Y Station, 16 Heavy Anti-Aircraft Battery","695 Ingham Road, Mount St John","Townsville City Council"
