id,document,tag,content
70,05 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"younger of the two gaol-breakers was found in the mud, wet and hungry, about 7 o’clock, and created a good deal of amusement, on being returned to the stockade, by demanding, “Where’s MY HOMINY?” The other, a more experienced bushman, was at large until nearly midnight. He got into the water, and remained concealed there, his head hidden by the overhanging branches of a mangrove tree, until he thought he mightly safely venture forth. His plan was to get one of the horses, and by its aid swim the shark-infested channel to the mainland. The plan miscarried, owing to all the horses having been stabled, as soon as the alarm was given. As he approached the stable-door, he found himself look-, ing down the barrel of a rifle steadily poised in the hands of a warder."
81,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"the writer never saw a deliberate, studied act of spiteful tyranny on the part of any official who is employed at the establishment."
83,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"there is sufficient “oversee-ing” (a warder continually in sight) to limit their corruption to vile conversa-tion, and the almost continual glorifica-tion of law-breaking of every kind, the conditions make it a million to one against any young prisoner coming out of St. Helena with the little good he might have possessed when he entered the establishment."
84,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"The rule of the Clever Brigade (which is asserted by acts of tyranny whenever a warder’s eye is off, and verbal torment nearly al-ways) and their instructions constitute a scandal of such atrocity that it could hardly be exaggerated."
103,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"The State owes more to Mr. Davis than it will ever realise, and it is fortunate, indeed, to have such an officer; for the problem of maintaining discipline among the largest body of prisoners at any one class of work, and securing in-dustry and obedience with so very little punishment, requires an amount of wis-dom and tact as rare as it is valuable."
104,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"Absolutely impartial, scrupulously just — with dignified courtesy even to a blackfellow or an Asiatic — he rules the shop with a minimum of “locking up” and “half rations.’” To other warders he is an example, and to prisoners he is a constant inspiration."
106,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"Mr. Penne-father is rich in experience, and is mak-ing the best of the work which the wretched tools provided by the Government will allow."
107,08 Sep 1912 - Tyrants of St. Helena.pdf.txt,warders,"chief warder, who has grown old in the service, is a strange contrast — with his fatherly discipline and kindly disposition"
110,09 Nov 1901 - SKETCHER..pdf.txt,warders,"a lofty stockade, massively built, and beside this appears a sentry-box on stilts, holding in-side a watchful warder, who stands close beside his loaded carbine. A little further on is a heavy iron gate leading into the interior of the prison, with three warders looking through the bars."
112,09 Nov 1901 - SKETCHER..pdf.txt,warders,"chief warder, Mr. Bowden, a de-lightful personage in khaki, brisk and keen-witted, and, like the superintendent, quite free from any overbearing or “little ty-rant” manner."
115,09 Nov 1901 - SKETCHER..pdf.txt,warders,"Rows of quiet men, in the regulation prison suits stamped with the broad arrow, and numbered one, two, three, or four as the case may be, are busily engaged in sewing and cutting leather, controlling machines, &c. Each has something to do, and a warder stands ready to admonish or instruct."
116,09 Nov 1901 - SKETCHER..pdf.txt,warders,"This la what we call a pressing machine,” he says, showing us a little metal stamper; ” it makes an ordinary flap of leather into imitation pigskin. You notice that the leather is placed on a copper plate with a raised surface, then the top jaw comes down, and the leather is covered with tiny holes that make it look just like pigskin with the bristles taken out.”"
125,09 Nov 1901 - SKETCHER..pdf.txt,warders,"we start off round the benches, seeing first the novices at work making their own shirts and other garments. Then come the more learned mem-bers of the profession, who are sewing away at some rough tweed, making garments for the pensioners at Dunwich and Goodna, and like happy places. Alongside of these are men who have thoroughly learned their trade, and are employed mak-ing greatcoats of blue venetian cloth for the warders and police."
127,09 Nov 1901 - SKETCHER..pdf.txt,warders,"“Do you notice these long white slips of cloth?” queries the warder. “They are to be made into slippers for use in this room. The tailors take off their heavy boots when be-ginning work of a morning, and put on these slippers."
149,09 Nov 1901 - SKETCHER..pdf.txt,warders,"A wall shute off the meat-curing estab-lishment from the hospital enclosure; on the top of this wall we notice another sentry, armed like the first one with rifle, bayonet, and revolver."
150,09 Nov 1901 - SKETCHER..pdf.txt,warders,"He presses down a rod, and a gap appears in the solid partition in front. Passing through, we examine with some amount of curiosity a kind of triangular roof appearing above the ground. Mr. Bowden lifts off this covering, and we look down into a big underground tank, dome-shaped, 22ft. in depth and 18ft. in diameter."
152,09 Nov 1901 - SKETCHER..pdf.txt,warders,"Everything has a spick and span appearance, and the breeze blows un-checked through the windows and out at the door. We are then shown an enamel-led iron bath set on wheels, used t0 bathe sick prisoners in."
156,09 Nov 1901 - SKETCHER..pdf.txt,warders,"“Come along and see the cells and the prison-yards,” says the chief warder; then wo plunge from the light into semi-dark-ness, into the very heart of the prison."
170,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"Joe was on top, shovelling down dirt. The war-der ordered me to wheel in and load up whilst Joe was in action. It did not appeal to me to run the risk of stopping a boulder or any other little thing like that with my head, and I demurred, preferring to wait till the, madman up top was done. Th, warder insisted. I point-blank refused."
171,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"I was taken before the superintendent and. ordered to the cells for three days on half rations. That three days, without a book or a word from anyone was just hell. Once to while away the time I dipped the end of my finger in the dry whitewash of the cell-wall, and on the back of the door (painted, brown) drew a caricature of the warder who had got me the three days. I got more for that picture than for any work of art I have perpetrated before or since."
187,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"As a general thing, the warders are not men who try to tyrannise over their charges."
188,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,A bad prisoner is ten times a greater infliction to his fellows than half a dozen bad “screws.”
195,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"In my time there was much corruption among the officials. One man was said to have a farm, for which all the harness required was made in the prison workshops and worked away by the aid of prisoners “in the joke,” who were paid with tobacco."
196,12 Feb 1911 - DE PROFUNDIS..pdf.txt,warders,"From my own experience of the uselessness of prison discipline as a reformative, and from my knowledge that the men “in-side the walls” are in the main no different from those on the outside, with the exception that they have been found out, I am not surprised at officials being corrupt"
